Date,tsla_daily_return_preday,tsla_return_volatility_preday,tsla_Open_preday,tsla_High_preday,tsla_Low_preday,tsla_Volume_preday,tsla_MA20_preday,tsla_MACD_preday,tsla_KDJ_score_preday,tsla_upper_band_preday,tsla_lower_band_preday,tsla_EMA_preday,tsla_logmomentum_preday,sentiment_mean_preday,sentiment_std_preday,tsla_Close_preday,vix_Close_preday,sp500_Close_preday,us30_Close_preday,tsla_Open,tsla_Close,correct_decision
2021-10-01,-0.0074618094773734045,0.25869384925400024,260.3333435058594,263.0433349609375,258.3333435058594,53868000,251.64850234985352,5.047461331317635,76.54622331483733,263.2927992617425,240.0042054379645,251.73672653499384,-0.0074897880450971975,0.08888888888888889,0.7133469843630625,258.49334716796875,23.139999389648438,4307.5400390625,2.0920000076293945,259.4666748046875,258.40667724609375,Wait
2021-10-04,-0.0003352887910832436,0.25826212955676386,259.4666748046875,260.260009765625,254.52999877929688,51094200,252.3623359680176,4.953099168972329,72.01684704856912,263.8147987718353,240.9098731641999,252.37195993605098,-0.00033534501293734615,0.24468085106382978,0.6984802275165174,258.40667724609375,21.100000381469727,4357.0400390625,2.058000087738037,265.5,260.510009765625,Short
2021-10-05,0.008139621398127295,0.25884484831405224,265.5,268.989990234375,258.7066650390625,91449900,253.161669921875,4.990510334858442,68.13535578585669,264.54180667472735,241.78153316902265,253.14701230077233,0.008106673348889567,0.30067567567567566,0.7088779983121694,260.510009765625,22.959999084472656,4300.4599609375,2.046999931335449,261.6000061035156,260.1966552734375,Short
2021-10-06,-0.001202850103416031,0.2443364481587702,261.6000061035156,265.7699890136719,258.0666809082031,55297800,253.62283630371093,4.9379522251661,63.87492950294434,265.37115643217976,241.8745161752421,253.8184068695976,-0.0012035741082394261,0.13636363636363635,0.7455896098046794,260.1966552734375,21.299999237060547,4345.72021484375,2.0980000495910645,258.73333740234375,260.9166564941406,Long
2021-10-07,0.0027671424905384434,0.24434112710107372,258.73333740234375,262.2200012207031,257.739990234375,43898400,254.10416946411132,4.897937253979876,62.683157041995486,266.2327212234003,241.97561770482233,254.49443064336361,0.002763320999873195,0.24358974358974358,0.6681219547260413,260.9166564941406,21.0,4363.5498046875,2.0759999752044678,261.82000732421875,264.53668212890625,Long
2021-10-08,0.013874260399496352,0.24791833913177452,261.82000732421875,268.3333435058594,261.1266784667969,57587400,254.75000381469727,5.099546518029143,65.19198671349037,267.67128414144656,241.82872348794797,255.45083554674864,0.01377889392912291,0.2773722627737226,0.6937740669625057,264.53668212890625,19.540000915527344,4399.759765625,2.131999969482422,265.4033203125,261.8299865722656,Short
2021-10-11,-0.010231834522373306,0.2316658647257314,265.4033203125,265.4599914550781,260.3033447265625,50215800,255.57033615112306,4.983469270039137,59.26523496908767,268.0749723209886,243.06569998125752,256.05837373965505,-0.010284539562274665,0.2,0.73744167546939,261.8299865722656,18.770000457763672,4391.33984375,2.1619999408721924,262.54998779296875,263.9800109863281,Long
2021-10-12,0.008211528565575943,0.23138074514487023,262.54998779296875,267.0799865722656,261.8333435058594,42600900,256.386003112793,5.007245803703938,61.6029469733665,268.8480432882157,243.92396293737025,256.81281538219537,0.008177997401230774,0.3483606557377049,0.677046795442768,263.9800109863281,20.0,4361.18994140625,2.1659998893737793,266.9766540527344,268.5733337402344,Long
2021-10-13,0.01740026730336086,0.23663507220354618,266.9766540527344,270.7733459472656,265.5233459472656,66060000,257.40650329589846,5.33523042094717,71.49982194361391,270.36617254808596,244.44683404371096,257.93286474962764,0.01725061613832015,0.25217391304347825,0.6989149266914376,268.5733337402344,19.850000381469727,4350.64990234375,2.1059999465942383,270.15667724609375,270.3599853515625,Wait
2021-10-14,0.006652379022320076,0.2332004144806461,270.15667724609375,271.8033447265625,268.59332275390625,42360300,258.3273361206055,5.673922994096131,79.63545746692495,272.23503667176914,244.41963556944182,259.11640004505,0.006630349593761303,0.19540229885057472,0.72879448820718,270.3599853515625,18.639999389648438,4363.7998046875,2.0409998893737793,271.8299865722656,272.7733459472656,Wait
